rewrite,nbre_car
gevingey,8
gevry,5
gigny,5
gillois,7
gizia,5
grande-riviere,14
grange-de-vaivre,16
granges-sur-baume,17
graye-et-charnay,16
gredisans,9
grozon,6
grusse,6
hautecour,9
ivory,5
ivrey,5
jeurre,6
jouhe,5
l-aubepin,9
l-etoile,8
la-balme-d-epy,14
la-barre,8
la-boissiere,12
la-breteniere,13
la-chapelle-sur-furieuse,24
la-charme,9
la-chassagne,12
la-chatelaine,13
la-chaumusse,12
la-chaux-du-dombief,19
la-chaux-en-bresse,18
la-faviere,10
la-ferte,8
la-frasnee,10
la-latette,10
la-loye,7
la-marre,8
la-mouille,10
la-pesse,8
la-rixouse,10
la-tour-du-meix,15
la-vieille-loye,15
lac-des-rouges-truites,22
ladoye-sur-seille,17
lains,5
lajoux,6
lamoura,7
largillay-marsonnay,19
larnaud,7
larrivoire,10
lavancia-epercy,15
lavangeot,9
lavans-les-dole,15
lavans-les-saint-claude,23
lavans-sur-valouse,18
lavigny,7
le-chateley,11
le-deschaux,11
le-fied,7
le-frasnois,11
le-larderet,11
le-latet,8
le-louverot,11
le-pasquier,11
le-petit-mercey,15
le-pin,6
le-vaudioux,11
le-vernois,10
le-villey,9
lect,4
legna,5
lemuy,5
lent,4
les-arsures,11
les-bouchoux,12
les-chalesmes,13
les-crozets,11
les-deux-fays,13
les-essards-taignevaux,22
les-hays,8
les-molunes,11
les-moussieres,14
les-nans,8
les-piards,10
les-planches-en-montagne,24
les-planches-pres-arbois,24
les-repots,10
les-rousses,11
lescheres,9
lezat,5
loisia,6
lombard,7
longchaumois,12
longcochon,10
longwy-sur-le-doubs,19
lons-le-saunier,15
loulle,6
louvatange,10
louvenne,8
macornay,8
maisod,6
malange,7
mallerey,8
mantry,6
marigna-sur-valouse,19
marigny,7
marnezia,8
marnoz,6
martigna,8
mathenay,8
maynal,6
menetru-le-vignoble,19
menetrux-en-joux,16
menotey,7
merona,6
mesnay,6
mesnois,7
messia-sur-sorne,16
meussia,7
mieges,6
miery,5
mignovillard,12
mirebel,7
moirans-en-montagne,19
moiron,6
moissey,7
molain,6
molamboz,8
molay,5
molinges,8
molpre,6
monay,5
monnet-la-ville,15
monnetay,8
monnieres,9
mont-sous-vaudrey,17
mont-sur-monnet,15
montagna-le-reconduit,21
montagna-le-templier,20
montaigu,8
montain,7
montbarrey,10
montcusel,9
monteplain,10
montfleur,9
montholier,10
montigny-les-arsures,20
montigny-sur-l-ain,18
montmarlon,10
montmirey-la-ville,18
montmirey-le-chateau,20
montmorot,9
montrevel,9
montrond,8
morbier,7
morez,5
mouchard,8
mournans-charbonny,18
moutonne,8
moutoux,7
mutigney,8
nanc-les-saint-amour,20
nance,5
nancuise,8
nantey,6
neublans-abergement,19
neuvilley,9
nevy-les-dole,13
nevy-sur-seille,15
ney,3
nogna,5
nozeroy,7
offlanges,9
onglieres,9
onoz,4
orbagna,7
orchamps,8
orgelet,7
ougney,6
ounans,6
our,3
oussieres,9
pagney,6
pagnoz,6
pannessieres,12
parcey,6
passenans,9
patornay,8
peintre,7
perrigny,8
peseux,6
petit-noir,10
picarreau,9
pillemoine,10
pimorin,7
plainoiseau,11
plaisia,7
plasne,6
plenise,7
plenisette,10
pleure,6
plumont,7
poids-de-fiole,14
pointre,7
poligny,7
pont-d-hery,11
pont-de-poitte,14
pont-du-navoy,13
ponthoux,8
port-lesney,11
pratz,5
premanon,8
prenovel,8
presilly,8
pretin,6
publy,5
pupillin,8
quintigny,9
rahon,5
rainans,7
ranchot,7
rans,4
ravilloles,10
recanoz,7
reithouse,9
relans,6
revigny,7
rix,3
rochefort-sur-nenon,19
rogna,5
romain,6
romange,7
rosay,5
rotalier,8
rothonay,8
rouffange,9
ruffey-sur-seille,17
rye,3
saffloz,7
saint-amour,11
saint-aubin,11
saint-baraing,13
saint-claude,12
saint-cyr-montmalin,19
saint-didier,12
saint-germain-en-montagne,25
saint-germain-les-arlay,23
saint-hymetiere,15
saint-jean-d-etreux,19
saint-julien,12
saint-lamain,12
saint-laurent-en-grandvaux,26
saint-laurent-la-roche,22
saint-lothain,13
saint-loup,10
saint-lupicin,13
saint-maur,10
saint-maurice-crillat,21
saint-pierre,12
saint-thiebaud,14
sainte-agnes,12
saizenay,8
salans,6
saligney,8
salins-les-bains,16
sampans,7
santans,7
sapois,6
sarrogna,8
saugeot,7
savigna,7
seligney,8
sellieres,9
senaud,6
septmoncel,10
sergenaux,9
sergenon,8
sermange,8
serre-les-moulieres,19
sirod,5
songeson,8
soucia,6
souvans,7
supt,4
syam,4
tassenieres,11
tavaux,6
taxenne,7
thervay,7
thesy,5
thoirette,9
thoiria,7
thoissia,8
toulouse-le-chateau,19
tourmont,8
trenal,6
uxelles,7
vadans,6
val-d-epy,9
valempoulieres,14
valfin-sur-valouse,18
vannoz,6
varessia,8
vaudrey,7
vaux-les-saint-claude,21
vaux-sur-poligny,16
vercia,6
verges,6
veria,5
vernantois,10
vers-en-montagne,16
vers-sous-sellieres,19
vertamboz,9
vescles,7
vevy,4
villard-saint-sauveur,21
villard-sur-bienne,18
villards-d-heria,16
villechantria,13
villeneuve-d-aval,17
villeneuve-les-charnod,22
villeneuve-sous-pymont,22
villers-farlay,14
villers-les-bois,16
villers-robert,14
villerserine,12
villette-les-arbois,19
villette-les-dole,17
villevieux,10
vincelles,9
vincent,7
viry,4
vitreux,7
voiteur,7
vosbles,7
vriange,7
vulvoz,6
aire-sur-l-adour,16
amou,4
angoume,7
angresse,8
arboucave,9
arengosse,9
argelos,7
argelouse,9
arjuzanx,8
arsague,7
artassenx,9
arthez-d-armagnac,17
arue,4
arx,3
aubagnan,8
audignon,8
audon,5
aureilhan,9
aurice,6
azur,4
bahus-soubiran,14
baigts,6
banos,5
bas-mauco,9
bascons,7
bassercles,10
bastennes,9
bats,4
baudignan,9
begaar,6
belhade,7
belis,5
belus,5
benesse-les-dax,15
benesse-maremne,15
benquet,7
bergouey,8
betbezer-d-armagnac,19
beylongue,9
beyries,7
biarrotte,9
bias,4
biaudos,7
biscarrosse,11
bonnegarde,10
boos,4
borderes-et-lamensans,21
bostens,7
bougue,6
bourdalat,9
bourriot-bergonce,17
brassempouy,11
bretagne-de-marsan,18
brocas,6
buanes,6
cachen,6
cagnotte,8
callen,6
campagne,8
campet-et-lamolere,18
candresse,9
canenx-et-reaut,15
capbreton,9
carcares-sainte-croix,21
carcen-ponson,13
cassen,6
castaignos-souslens,19
castandet,9
castel-sarrazin,15
castelnau-chalosse,18
castelnau-tursan,16
castelner,9
castets,7
cauna,5
cauneille,9
caupenne,8
cazalis,7
cazeres-sur-l-adour,19
cere,4
classun,7
cledes,6
clermont,8
commensacq,10
coudures,8
creon-d-armagnac,16
dax,3
doazit,6
donzacq,7
duhort-bachen,13
dumes,5
escalans,8
escource,8
estibeaux,9
estigarde,9
eugenie-les-bains,17
eyres-moncube,13
fargues,7
gaas,4
gabarret,8
gailleres,9
gamarde-les-bains,17
garein,6
garrey,6
garrosse,8
gastes,6
gaujacq,7
geaune,6
geloux,6
gibret,6
goos,4
gourbera,8
gousse,6
gouts,5
grenade-sur-l-adour,19
habas,5
hagetmau,8
hastingues,10
hauriet,7
haut-mauco,10
herm,4
herre,5
heugas,6
hinx,4
hontanx,7
horsarrieu,10
josse,5
labastide-chalosse,18
labastide-d-armagnac,20
labatut,7
labenne,7
labouheyre,10
labrit,6
lacajunte,9
lacquy,6
lacrabe,7
laglorieuse,11
lagrange,8
lahosse,7
laluque,7
lamothe,7
larbey,6
larriviere-saint-savin,22
latrille,8
laurede,7
lauret,6
le-freche,9
le-leuy,7
le-sen,6
le-vignau,9
lencouacq,9
leon,4
lesgor,6
lesperon,8
levignacq,9
linxe,5
liposthey,9
lit-et-mixe,11
losse,5
louer,5
lourquen,8
lubbon,6
lucbardez-et-bargues,20
lue,3
luglon,6
lussagnet,9
luxey,5
magescq,7
maillas,7
mailleres,9
mano,4
mant,4
marpaps,7
mauries,7
maurrin,7
mauvezin-d-armagnac,19
maylis,6
mazerolles,10
mees,4
meilhan,7
messanges,9
mezos,5
mimbaste,8
mimizan,7
miramont-sensacq,16
misson,6
moliets-et-maa,14
momuy,5
monget,6
monsegur,8
mont-de-marsan,14
montaut,7
montegut,8
montfort-en-chalosse,20
montgaillard,12
montsoue,8
morcenx,7
morganx,7
mouscardes,10
moustey,7
mugron,6
narrosse,8
nassiet,7
nerbis,6
nousse,6
oeyregave,9
oeyreluy,8
onard,5
ondres,6
onesse-laharie,14
orist,5
orthevielle,11
orx,3
ossages,7
ousse-suzan,11
ozourt,6
parentis-en-born,16
parleboscq,10
payros-cazautets,16
pecorade,8
perquie,7
pey,3
peyre,5
peyrehorade,11
philondenx,10
pimbo,5
pissos,6
pomarez,7
pontenx-les-forges,18
pontonx-sur-l-adour,19
port-de-lanne,13
poudenx,7
pouillon,8
pouydesseaux,12
poyanne,7
poyartin,8
prechacq-les-bains,18
pujo-le-plan,12
puyol-cazalet,13
renung,6
retjons,7
rimbez-et-baudiets,18
rion-des-landes,15
riviere-saas-et-gourby,22
roquefort,9
sabres,6
saint-agnet,11
saint-andre-de-seignanx,23
saint-aubin,11
saint-avit,10
saint-barthelemy,16
saint-cricq-chalosse,20
saint-cricq-du-gave,19
saint-cricq-villeneuve,22
saint-etienne-d-orthe,21
saint-gein,10
saint-geours-d-auribat,22
saint-geours-de-maremne,23
saint-gor,9
saint-jean-de-lier,18
saint-jean-de-marsacq,21
saint-julien-d-armagnac,23
saint-julien-en-born,20
saint-justin,12
saint-laurent-de-gosse,22
saint-lon-les-mines,19
saint-loubouer,14
saint-martin-d-oney,19
saint-martin-de-hinx,20
saint-martin-de-seignanx,24
saint-maurice-sur-adour,23
saint-michel-escalus,20
saint-pandelon,14
saint-paul-en-born,18
saint-paul-les-dax,18
saint-perdon,12
saint-pierre-du-mont,20
saint-sever,11
saint-vincent-de-paul,21
saint-vincent-de-tyrosse,24
saint-yaguen,12
sainte-colombe,14
sainte-eulalie-en-born,22
sainte-foy,10
sainte-marie-de-gosse,21
samadet,7
sanguinet,9
sarbazan,8
sarraziet,9
sarron,6
saubion,7
saubrigues,10
saubusse,8
saugnac-et-cambran,18
saugnacq-et-muret,17
seignosse,9
serres-gaston,13
serreslous-et-arribans,22
seyresse,8
siest,5
sinderes,8
solferino,9
soorts-hossegor,15
sorbets,7
sorde-l-abbaye,14
sore,4
sort-en-chalosse,16
souprosse,9
soustons,8
taller,6
tarnos,6
tartas,6
tercis-les-bains,16
tethieu,7
tilh,4
tosse,5
toulouzette,11
trensacq,8
uchacq-et-parentis,18
urgons,6
uza,3
vert,4
vicq-d-auribat,14
vielle-saint-girons,19
vielle-soubiran,15
vielle-tursan,13
vieux-boucau-les-bains,22
villenave,9
villeneuve-de-marsan,20
ychoux,6
ygos-saint-saturnin,19
yzosse,6
ambloy,6
ange,4
areines,7
artins,6
arville,7
autainville,11
authon,6
avaray,6
averdon,7
aze,3
baigneaux,9
baillou,7
bauzy,5
beauchene,9
beauvilliers,12
billy,5
binas,5
blois,5
boisseau,8
bonneveau,9
bouffry,7
bourre,6
boursay,7
bracieux,8
brevainville,12
briou,5
busloup,7
cande-sur-beuvron,17
celle,5
cellettes,9
chailles,8
chambon-sur-cisse,17
chambord,8
champigny-en-beauce,19
chaon,5
chateauvieux,12
chatillon-sur-cher,18
chatres-sur-cher,16
chaumont-sur-loire,18
chaumont-sur-tharonne,21
chauvigny-du-perche,19
chemery,7
cheverny,8
chissay-en-touraine,19
chitenay,8
choue,5
choussy,7
chouzy-sur-cisse,16
conan,5
concriers,9
contres,7
cormenon,8
cormeray,8
couddes,7
couffy,6
coulanges,9
coulommiers-la-tour,19
cour-cheverny,13
cour-sur-loire,14
courbouzon,10
courmemin,9
couture-sur-loir,16
crouy-sur-cosson,16
crucheray,9
danze,5
dhuizon,7
droue,5
epiais,6
epuisay,7
faverolles-sur-cher,19
faye,4
feings,6
fontaine-les-coteaux,20
fontaine-raoul,14
fontaines-en-sologne,20
fortan,6
fosse,5
fougeres-sur-bievre,19
francay,7
fresnes,7
freteval,8
gievres,7
gombergean,10
gy-en-sologne,13
herbault,8
houssay,7
huisseau-en-beauce,18
huisseau-sur-cosson,19
josnes,6
la-chapelle-encherie,20
la-chapelle-montmartin,22
la-chapelle-saint-martin-en-plaine,34
la-chapelle-vendomoise,22
la-chapelle-vicomtesse,22
la-chaussee-saint-victor,24
la-colombe,10
la-ferte-beauharnais,20
la-ferte-imbault,16
la-ferte-saint-cyr,18
la-fontenelle,13
la-madeleine-villefrouin,24
la-marolle-en-sologne,21
la-ville-aux-clercs,19
lamotte-beuvron,15
lance,5
lancome,7
landes-le-gaulois,17
langon,6
lassay-sur-croisne,18
lavardin,8
le-gault-perche,15
le-plessis-dorin,16
le-plessis-l-echelle,20
le-poislay,10
le-temple,9
les-essarts,11
les-hayes,9
les-montils,11
les-roches-l-eveque,19
lestiou,7
lignieres,9
lisle,5
loreux,6
lorges,6
lunay,5
maray,5
marchenoir,10
marcilly-en-beauce,18
marcilly-en-gault,17
mareuil-sur-cher,16
marolles,8
maslives,8
maves,5
mazange,7
mehers,6
membrolles,10
menars,6
mennetou-sur-cher,17
mer,3
mesland,7
meslay,6
meusnes,7
millancay,9
moisy,5
molineuf,8
mondoubleau,11
mont-pres-chambord,18
monteaux,8
monthou-sur-bievre,18
monthou-sur-cher,16
montlivault,11
montoire-sur-le-loir,20
montrichard,11
montrieux-en-sologne,20
montrouveau,11
moree,5
muides-sur-loire,16
mulsans,7
mur-de-sologne,14
naveil,6
neung-sur-beuvron,17
neuvy,5
nouan-le-fuzelier,17
nourray,7
noyers-sur-cher,15
oigny,5
oisly,5
onzain,6
orcay,5
orchaise,8
ouchamps,8
oucques,7
ouzouer-le-doyen,16
ouzouer-le-marche,17
perigny,7
pezou,5
pierrefitte-sur-sauldre,23
pontlevoy,9
pouille,7
pray,4
prenouvellon,12
prunay-cassereau,16
pruniers-en-sologne,19
rahart,6
renay,5
rhodon,6
rilly-sur-loire,15
roce,4
roches,6
romilly,7
romorantin-lanthenay,20
rougeou,7
ruan-sur-egvonne,16
saint-agil,10
saint-aignan,12
saint-amand-longpre,19
saint-arnoult,13
saint-avit,10
saint-bohaire,13
saint-claude-de-diray,21
saint-cyr-du-gault,18
saint-denis-sur-loire,21
saint-dye-sur-loire,19
saint-etienne-des-guerets,25
saint-firmin-des-pres,21
saint-georges-sur-cher,22
saint-gervais-la-foret,22
saint-gourgon,13
saint-hilaire-la-gravelle,25
saint-jacques-des-guerets,25
saint-jean-froidmentel,22
saint-julien-de-chedon,22
saint-julien-sur-cher,21
saint-laurent-des-bois,22
saint-laurent-nouan,19
saint-leonard-en-beauce,23
saint-loup,10
saint-lubin-en-vergonnois,25
saint-marc-du-cor,17
saint-martin-des-bois,21
saint-ouen,10
saint-rimay,11
saint-romain-sur-cher,21
saint-sulpice-de-pommeray,25
saint-viatre,12
sainte-anne,11
sainte-gemmes,13
salbris,7
sambin,6
santenay,8
sarge-sur-braye,15
sasnieres,9
sassay,6
savigny-sur-braye,17
seigy,5
seillac,7
selles-saint-denis,18
selles-sur-cher,15
selommes,8
semerville,10
seris,5
seur,4
soings-en-sologne,17
souday,6
souesmes,8
souge,5
souvigny-en-sologne,19
suevres,7
talcy,5
ternay,6
theillay,8
thenay,6
thesee,6
thore-la-rochette,17
thoury,6
tour-en-sologne,15
tourailles,10
trehet,6
tripleville,11
troo,4
valaire,7
vallieres-les-grandes,21
veilleins,9
vendome,7
verdes,6
vernou-en-sologne,17
veuves,6
vievy-le-raye,13
villavard,9
villebarou,10
villebout,9
villechauve,11
villedieu-le-chateau,20
villefranche-sur-cher,21
villefrancoeur,14
villeherviers,13
villemardy,10
villeneuve-frouville,20
villeny,7
villeporcher,12
villerable,10
villerbon,9
villermain,10
villeromain,11
villetrun,9
villexanton,11
villiers-sur-loir,17
villiersfaux,12
vineuil,7
vouzon,6
yvoy-le-marron,14
aboen,5
ailleux,7
ambierle,8
amions,6
andrezieux-boutheon,19
apinac,6
arcinges,8
arcon,5
arthun,6
aveizieux,9
balbigny,8
bard,4
bellegarde-en-forez,19
belleroche,10
belmont-de-la-loire,19
bessey,6
boen-sur-lignon,15
boisset-les-montrond,20
boisset-saint-priest,20
bonson,6
bourg-argental,14
boyer,5
briennon,8
bully,5
burdignes,9
bussieres,9
bussy-albieux,13
caloire,7
cellieu,7
cervieres,9
cezay,5
chagnon,7
chalain-d-uzore,15
chalain-le-comtal,17
chalmazel,9
chambeon,8
chambles,8
chamboeuf,9
champdieu,9
champoly,8
chandon,7
changy,6
charlieu,8
chateauneuf,11
chatelneuf,10
chatelus,8
chausseterre,12
chavanay,8
chazelles-sur-lavieu,20
chazelles-sur-lyon,18
chenereilles,12
cherier,7
chevrieres,10
chirassimont,12
chuyer,6
civens,6
cleppe,6
colombier,9
combre,6
commelle-vernay,15
cordelle,8
cottance,8
coutouvre,9
craintilleux,12
cremeaux,8
croizet-sur-gand,16
cuinzier,8
cuzieu,6
dance,5
dargoire,8
debats-riviere-d-orpra,22
doizieux,8
ecoche,6
ecotay-l-olme,13
epercieux-saint-paul,20
essertines-en-chatelneuf,24
essertines-en-donzy,19
estivareilles,13
farnay,6
feurs,5
firminy,7
fontanes,8
fourneaux,9
fraisses,8
genilac,7
graix,5
grammond,8
grezieux-le-fromental,21
grezolles,9
gumieres,8
jarnosse,8
jas,3
jeansagniere,12
jonzieux,8
jure,4
l-etrat,7
l-hopital-le-grand,18
l-hopital-sous-rochefort,24
l-horme,7
la-benisson-dieu,16
la-chamba,9
la-chambonie,12
la-chapelle-en-lafaye,21
la-chapelle-villars,19
la-cote-en-couzan,17
la-fouillouse,13
la-gimond,9
la-grand-croix,14
la-gresle,9
la-pacaudiere,13
la-ricamarie,12
la-talaudiere,13
la-terrasse-sur-dorlay,22
la-tour-en-jarez,16
la-tourette,11
la-tuiliere,11
la-valla-en-gier,16
la-valla-sur-rochefort,22
la-versanne,11
lavieu,6
lay,3
le-bessat,9
le-cergne,9
le-chambon-feugerolles,22
le-coteau,9
le-crozet,9
leigneux,8
lentigny,8
lerigneux,9
les-noes,8
les-salles,10
lezigneux,9
lorette,7
lupe,4
lure,4
luriecq,7
mably,5
machezal,8
maclas,6
magneux-haute-rive,18
maizilly,8
malleval,8
marcenod,8
marcilly-le-chatel,18
marclopt,8
marcoux,7
margerie-chantagret,19
maringes,8
marlhes,7
marols,6
mars,4
merle-leignec,13
mizerieux,9
montagny,8
montarcher,10
montbrison,10
montchal,8
montrond-les-bains,18
montverdun,10
mornand-en-forez,16
nandax,6
neaux,5
neronde,7
nervieux,8
neulise,7
noailly,7
noiretable,10
nollieux,8
notre-dame-de-boisset,21
ouches,6
palogneux,9
panissieres,11
parigny,7
pavezin,7
pelussin,8
perigneux,9
perreux,7
pinay,5
planfoy,7
pommiers,8
poncins,7
pouilly-les-feurs,17
pouilly-les-nonains,19
pouilly-sous-charlieu,21
pradines,8
pralong,7
precieux,8
regny,5
renaison,8
riorges,7
rivas,5
rive-de-gier,12
roanne,6
roche,5
roche-la-moliere,16
roisey,6
rozier-cotes-d-aurec,20
rozier-en-donzy,15
sail-les-bains,14
sail-sous-couzan,16
saint-alban-les-eaux,20
saint-andre-d-apchon,20
saint-andre-le-puy,18
saint-appolinard,16
saint-barthelemy-lestra,23
saint-bonnet-des-quarts,23
saint-bonnet-le-chateau,23
saint-bonnet-le-courreau,24
saint-bonnet-les-oules,22
saint-chamond,13
saint-christo-en-jarez,22
saint-cyprien,13
saint-cyr-de-favieres,21
saint-cyr-de-valorges,21
saint-cyr-les-vignes,20
saint-denis-de-cabanne,22
saint-denis-sur-coise,21
saint-didier-sur-rochefort,26
saint-etienne,13
saint-etienne-le-molard,23
saint-forgeux-lespinasse,24
saint-galmier,13
saint-genest-lerpt,18
saint-genest-malifaux,21
saint-georges-de-baroille,25
saint-georges-en-couzan,23
saint-georges-haute-ville,25
saint-germain-la-montagne,25
saint-germain-laval,19
saint-germain-lespinasse,24
saint-haon-le-chatel,20
saint-haon-le-vieux,19
saint-heand,11
saint-hilaire-cusson-la-valmitte,32
saint-hilaire-sous-charlieu,27
saint-jean-bonnefonds,21
saint-jean-la-vetre,19
saint-jean-saint-maurice-sur-loire,34
saint-jean-soleymieux,21
saint-jodard,12
saint-joseph,12
saint-julien-d-oddes,20
saint-julien-la-vetre,21
saint-julien-molin-molette,26
saint-just-en-bas,17
saint-just-en-chevalet,22
saint-just-la-pendue,20
saint-just-saint-rambert,24
saint-laurent-la-conche,23
saint-laurent-rochefort,23
saint-leger-sur-roanne,22
saint-marcel-d-urfe,19
saint-marcel-de-felines,23
saint-marcellin-en-forez,24
saint-martin-d-estreaux,23
saint-martin-la-plaine,22
saint-martin-la-sauvete,23
saint-martin-lestra,19
saint-maurice-en-gourgois,25
saint-medard-en-forez,21
saint-michel-sur-rhone,22
saint-nizier-de-fornas,22
saint-nizier-sous-charlieu,26
saint-paul-d-uzore,18
saint-paul-de-vezelin,21
saint-paul-en-cornillon,23
saint-paul-en-jarez,19
saint-pierre-de-boeuf,21
saint-pierre-la-noaille,23
saint-polgues,13
saint-priest-en-jarez,21
saint-priest-la-prugne,22
saint-priest-la-roche,21
saint-priest-la-vetre,21
saint-regis-du-coin,19
saint-rirand,12
saint-romain-d-urfe,19
saint-romain-en-jarez,21
saint-romain-la-motte,21
saint-romain-le-puy,19
saint-romain-les-atheux,23
saint-sauveur-en-rue,20
saint-sixte,11
saint-symphorien-de-lay,23
saint-thomas-la-garde,21
saint-thurin,12
saint-victor-sur-rhins,22
saint-vincent-de-boisset,24
sainte-agathe-en-donzy,22
sainte-agathe-la-bouteresse,27
sainte-colombe-sur-gand,23
sainte-croix-en-jarez,21
sainte-foy-saint-sulpice,24
salt-en-donzy,13
salvizinet,10
sauvain,7
savigneux,9
sevelinges,10
soleymieux,10
sorbiers,8
souternon,9
sury-le-comtal,14
tarentaise,10
tartaras,8
thelis-la-combe,15
trelins,7
unias,5
unieux,6
urbise,6
usson-en-forez,14
valeille,8
valfleury,9
veauche,7
veauchette,10
vendranges,10
veranne,7
verin,5
verrieres-en-forez,18
villars,7
villemontais,12
villerest,9
villers,7
violay,6
viricelles,10
virigneux,9
vivans,6
vougy,5
agnat,5
aiguilhe,8
allegre,7
alleyrac,8
alleyras,8
ally,4
araules,7
arlempdes,9
arlet,5
arsac-en-velay,14
aubazat,7
aurec-sur-loire,15
autrac,6
auvers,6
auzon,5
azerat,6
bains,5
barges,6
bas-en-basset,13
beaulieu,8
beaumont,8
beaune-sur-arzon,16
beauzac,7
bellevue-la-montagne,20
berbezit,8
bessamorel,10
blanzac,7
blassac,7
blavozy,7
blesle,6
boisset,7
bonneval,8
borne,5
bournoncle-saint-pierre,23
brioude,7
brives-charensac,16
cayres,6
ceaux-d-allegre,15
cerzat,6
ceyssac,7
chadrac,7
chadron,7
chamalieres-sur-loire,21
chambezon,9
champagnac-le-vieux,19
champclause,11
chanaleilles,12
chaniat,7
chanteuges,10
charraix,8
chaspinhac,10
chaspuzac,9
chassagnes,10
chassignolles,13
chastel,7
chaudeyrolles,13
chavaniac-lafayette,19
chazelles,9
chenereilles,12
chilhac,7
chomelix,8
cistrieres,10
cohade,6
collat,6
connangles,10
costaros,8
coubon,6
couteuges,9
craponne-sur-arzon,18
croisances,10
cronce,6
cubelles,8
cussac-sur-loire,16
desges,6
domeyrat,8
dunieres,8
espalem,7
espaly-saint-marcel,19
esplantas,9
fay-sur-lignon,14
felines,7
ferrussac,9
fix-saint-geneys,16
fontannes,9
freycenet-la-cuche,18
freycenet-la-tour,17
frugeres-les-mines,18
frugieres-le-pin,16
goudet,6
grazac,6
grenier-montgon,15
grezes,6
javaugues,9
jax,3
josat,5
jullianges,10
la-besseyre-saint-mary,22
la-chaise-dieu,14
la-chapelle-bertin,18
la-chapelle-d-aurec,19
la-chapelle-geneste,19
la-chomette,11
la-seauve-sur-semene,20
lafarre,7
lamothe,7
landos,6
langeac,7
lantriac,8
lapte,5
laussonne,9
laval-sur-doulon,16
lavaudieu,9
lavoute-chilhac,15
lavoute-sur-loire,17
le-bouchet-saint-nicolas,24
le-brignon,10
le-chambon-sur-lignon,21
le-mas-de-tence,15
le-monastier-sur-gazeille,25
le-monteil,10
le-pertuis,10
le-puy-en-velay,15
le-vernet,9
lempdes-sur-allagnon,20
leotoing,8
les-estables,12
les-vastres,11
les-villettes,13
lissac,6
lorlanges,9
loudes,6
lubilhac,8
malrevers,9
malvalette,10
malvieres,9
mazet-saint-voy,15
mazerat-aurouze,15
mazeyrat-d-allier,17
mercoeur,8
mezeres,7
monistrol-d-allier,18
monistrol-sur-loire,19
monlet,6
montclard,9
montfaucon-en-velay,19
montregard,10
montusclat,10
moudeyres,9
ouides,6
paulhac,7
paulhaguet,10
pebrac,6
pinols,6
polignac,8
pont-salomon,12
pradelles,9
prades,6
presailles,10
queyrieres,10
raucoules,9
rauret,6
retournac,9
riotord,7
roche-en-regnier,16
rosieres,8
saint-andre-de-chalencon,24
saint-arcons-d-allier,21
saint-arcons-de-barges,22
saint-austremoine,17
saint-beauzire,14
saint-berain,12
saint-bonnet-le-froid,21
saint-christophe-d-allier,25
saint-christophe-sur-dolaison,29
saint-cirgues,13
saint-didier-d-allier,21
saint-didier-en-velay,21
saint-didier-sur-doulon,23
saint-etienne-du-vigan,22
saint-etienne-lardeyrol,23
saint-etienne-sur-blesle,24
saint-ferreol-d-auroure,23
saint-front,11
saint-geneys-pres-saint-paulien,31
saint-georges-d-aurac,21
saint-georges-lagricol,22
saint-germain-laprade,21
saint-geron,11
saint-haon,10
saint-hilaire,13
saint-hostien,13
saint-ilpize,12
saint-jean-d-aubrigoux,22
saint-jean-de-nay,17
saint-jean-lachalm,18
saint-jeures,12
saint-julien-chapteuil,22
saint-julien-d-ance,19
saint-julien-des-chazes,23
saint-julien-du-pinet,21
saint-julien-molhesabate,24
saint-just-malmont,18
saint-just-pres-brioude,23
saint-laurent-chabreuges,24
saint-martin-de-fugeres,23
saint-maurice-de-lignon,23
saint-pal-de-chalencon,22
saint-pal-de-mons,17
saint-pal-de-senouire,21
saint-paul-de-tartas,20
saint-paulien,13
saint-pierre-du-champ,21
saint-pierre-eynac,18
saint-prejet-armandon,21
saint-prejet-d-allier,21
saint-privat-d-allier,21
saint-privat-du-dragon,22
saint-romain-lachalm,20
saint-venerand,14
saint-vert,10
saint-victor-malescours,23
saint-victor-sur-arlanc,23
saint-vidal,11
saint-vincent,13
sainte-eugenie-de-villeneuve,28
sainte-florine,14
sainte-marguerite,17
sainte-sigolene,15
salettes,8
salzuit,7
sanssac-l-eglise,16
saugues,7
sembadel,8
seneujols,9
siaugues-sainte-marie,21
solignac-sous-roche,19
solignac-sur-loire,18
tailhac,7
tence,5
thoras,6
tiranges,8
torsiac,7
valprivas,9
vals-le-chastel,15
vals-pres-le-puy,16
varennes-saint-honorat,22
vazeilles-limandre,18
vazeilles-pres-saugues,22
venteuges,9
vergezac,8
vergongheon,11
vernassal,9
vezezoux,8
vieille-brioude,15
vielprat,8
villeneuve-d-allier,19
vissac-auteyrac,15
vorey,5
yssingeaux,10
abbaretz,8
aigrefeuille-sur-maine,22
ancenis,7
anetz,5
arthon-en-retz,14
asserac,7
avessac,7
barbechat,9
basse-goulaine,14
batz-sur-mer,12
belligne,8
besne,5
blain,5
bonnoeuvre,10
bouaye,6
bouee,5
bouguenais,10
bourgneuf-en-retz,17
boussay,7
bouvron,7
brains,6
campbon,7
carquefou,9
casson,6
chateau-thebaud,15
chateaubriant,13
chauve,6
cheix-en-retz,13
chemere,7
clisson,7
conquereuil,11
corcoue-sur-logne,17
cordemais,9
corsept,7
coueron,7
couffe,6
crossac,7
derval,6
donges,6
dreffeac,8
erbray,6
