rewrite,nbre_car
sannat,6
sardent,7
savennes,8
sermur,6
soubrebost,10
soumans,7
sous-parsat,11
tardes,6
tercillat,9
thauron,7
toulx-sainte-croix,18
trois-fonds,11
valliere,8
vareilles,9
verneiges,9
vidaillat,9
viersat,7
vigeville,9
villard,7
abjat-sur-bandiat,17
agonac,6
ajat,4
allas-les-mines,15
allemans,8
alles-sur-dordogne,18
angoisse,8
anlhiac,7
annesse-et-beaulieu,19
antonne-et-trigonant,20
archignac,9
atur,4
aubas,5
audrix,6
augignac,8
auriac-du-perigord,18
azerat,6
badefols-d-ans,14
badefols-sur-dordogne,21
baneuil,7
bardou,6
bars,4
bassillac,9
bayac,5
beaumont-du-perigord,20
beaupouyet,10
beauregard-de-terrasson,23
beauregard-et-bassac,20
beauronne,9
beaussac,8
beleymas,8
belves,6
berbiguieres,12
bergerac,8
bertric-buree,13
besse,5
beynac-et-cazenac,17
bezenac,7
biras,5
biron,5
blis-et-born,12
boisse,6
boisseuilh,10
bonneville-et-saint-avit-de-fumadieres,38
borreze,7
bosset,6
bouillac,8
boulazac,8
bouniagues,10
bourdeilles,11
bourg-des-maisons,17
bourg-du-bost,13
bourgnac,8
bourniquel,10
bourrou,7
bouteilles-saint-sebastien,26
bouzic,6
brantome,8
breuilh,7
brouchaud,9
bussac,6
busserolles,11
bussiere-badil,14
cales,5
calviac-en-perigord,19
campagnac-les-quercy,20
campagne,8
campsegret,10
cantillac,9
capdrot,7
carlux,6
carsac-aillac,13
carsac-de-gurson,16
carves,6
castelnaud-la-chapelle,22
castels,7
cause-de-clerans,16
cazoules,8
celles,6
cenac-et-saint-julien,21
cendrieux,9
cercles,7
chalagnac,9
chalais,7
champagnac-de-belair,20
champagne-et-fontaine,21
champcevinel,12
champeaux-et-la-chapelle-pommier,32
champniers-et-reilhac,21
champs-romain,13
chancelade,10
chanterac,9
chapdeuil,9
chassaignes,11
chateau-l-eveque,16
chatres,7
chavagnac,9
chenaud,7
cherval,7
cherveix-cubas,14
chourgnac,9
cladech,7
clermont-d-excideuil,20
clermont-de-beauregard,22
colombier,9
coly,4
comberanche-et-epeluche,23
condat-sur-trincou,18
condat-sur-vezere,17
conne-de-labarde,16
connezac,8
corgnac-sur-l-isle,18
cornille,8
coubjours,9
coulaures,9
coulounieix-chamiers,20
cours-de-pile,13
coursac,7
coutures,8
coux-et-bigaroque,17
couze-et-saint-front,20
creyssac,8
creysse,7
creyssensac-et-pissot,21
cubjac,6
cuneges,7
daglan,6
doissat,7
domme,5
douchapt,8
douville,8
douzillac,9
dussac,6
echourgnac,10
eglise-neuve-d-issac,20
eglise-neuve-de-vergt,21
escoire,7
etouars,7
excideuil,9
eygurande-et-gardedeuil,23
eyliac,6
eymet,5
eyvirat,7
eyzerac,7
fanlac,6
faurilles,9
faux,4
festalemps,10
firbeix,7
flaugeac,8
fleurac,7
florimont-gaumier,17
fonroque,8
fossemagne,10
fougueyrolles,13
fouleix,7
fraisse,7
gabillou,8
gageac-et-rouillac,18
gardonne,8
gaugeac,7
genis,5
ginestet,8
gout-rossignol,14
grand-brassac,13
granges-d-ans,13
grezes,6
grignols,8
grives,6
grolejac,8
grun-bordas,11
hautefaye,9
hautefort,9
issac,5
issigeac,8
jaure,5
javerlhac-et-la-chapelle-saint-robert,37
jayac,5
journiac,8
jumilhac-le-grand,17
la-bachellerie,14
la-boissiere-d-ans,18
la-cassagne,11
la-chapelle-aubareil,20
la-chapelle-faucher,19
la-chapelle-gonaguet,20
la-chapelle-gresignac,21
la-chapelle-montabourlet,24
la-chapelle-montmoreau,22
la-chapelle-saint-jean,22
la-coquille,11
la-dornac,9
la-douze,8
la-feuillade,12
la-force,8
la-gonterie-boulouneix,22
la-jemaye,9
la-roche-chalais,16
la-rochebeaucourt-et-argentine,30
la-roque-gageac,15
la-tour-blanche,15
labouquerie,11
lacropte,8
lalinde,7
lamonzie-montastruc,19
lamonzie-saint-martin,21
lamothe-montravel,17
lanouaille,10
lanquais,8
larzac,6
lavalade,8
lavaur,6
laveyssiere,11
le-bourdeix,11
le-bugue,8
le-buisson-de-cadouin,21
le-change,9
le-fleix,8
le-lardin-saint-lazare,22
le-pizou,8
leguillac-de-cercles,20
leguillac-de-l-auche,20
lembras,7
lempzours,9
les-eyzies-de-tayac-sireuil,27
les-farges,10
les-graulges,12
les-leches,10
ligueux,7
limeuil,7
limeyrat,8
liorac-sur-louyre,17
lisle,5
lolme,5
loubejac,8
lunas,5
lusignac,8
lussas-et-nontronneau,21
manaurie,8
manzac-sur-vern,15
marcillac-saint-quentin,23
mareuil,7
marnac,6
marquay,7
marsac-sur-l-isle,17
marsales,8
marsaneix,9
maurens,7
mauzac-et-grand-castang,23
mauzens-et-miremont,19
mayac,5
mazeyrolles,11
menesplet,9
mensignac,9
mescoules,9
meyrals,7
mialet,6
milhac-d-auberoche,18
milhac-de-nontron,17
minzac,6
molieres,8
monbazillac,11
monestier,9
monfaucon,9
monmadales,10
monmarves,9
monpazier,9
monplaisant,11
monsac,6
monsaguel,9
monsec,6
montagnac-d-auberoche,21
montagnac-la-crempse,20
montagrier,10
montaut,7
montazeau,9
montcaret,9
montferrand-du-perigord,23
montignac,9
montpeyroux,11
montpon-menesterol,18
montrem,7
mouleydier,10
moulin-neuf,11
mouzens,7
mussidan,8
nabirat,7
nadaillac,9
nailhac,7
nanteuil-auriac-de-bourzac,26
nantheuil,9
nanthiat,8
nastringues,11
naussannes,10
negrondes,9
neuvic,6
nojals-et-clotte,16
nontron,7
notre-dame-de-sanilhac,22
orliac,6
orliaguet,9
parcoul,7
paulin,6
paunat,6
paussac-et-saint-vivien,23
payzac,6
pazayac,7
perigueux,9
petit-bersac,12
peyrignac,9
peyrillac-et-millac,19
peyzac-le-moustier,18
pezuls,6
piegut-pluviers,15
plaisance,9
plazac,6
pomport,7
ponteyraud,10
pontours,8
port-sainte-foy-et-ponchapt,27
prats-de-carlux,15
prats-du-perigord,17
pressignac-vicq,15
preyssac-d-excideuil,20
prigonrieux,11
proissans,9
puymangou,9
puyrenier,9
queyssac,8
quinsac,7
rampieux,8
razac-d-eymet,13
razac-de-saussignac,19
razac-sur-l-isle,16
ribagnac,8
riberac,7
rouffignac-de-sigoules,22
rouffignac-saint-cernin-de-reilhac,34
rudeau-ladosse,14
sadillac,8
sagelat,7
saint-agne,10
saint-amand-de-belves,21
saint-amand-de-coly,19
saint-amand-de-vergt,20
saint-andre-d-allas,19
saint-andre-de-double,21
saint-antoine-cumond,20
saint-antoine-d-auberoche,25
saint-antoine-de-breuilh,24
saint-aquilin,13
saint-astier,12
saint-aubin-de-cadelech,23
saint-aubin-de-lanquais,23
saint-aubin-de-nabirat,22
saint-aulaye,12
saint-avit-de-vialard,21
saint-avit-riviere,18
saint-avit-senieur,18
saint-barthelemy-de-bellegarde,30
saint-barthelemy-de-bussiere,28
saint-capraise-d-eymet,22
saint-capraise-de-lalinde,25
saint-cassien,13
saint-cernin-de-l-herm,22
saint-cernin-de-labarde,23
saint-chamassy,14
saint-cirq,10
saint-crepin-d-auberoche,24
saint-crepin-de-richemont,25
saint-crepin-et-carlucet,24
saint-cybranet,14
saint-cyprien,13
saint-cyr-les-champagnes,24
saint-estephe,13
saint-etienne-de-puycorbier,27
saint-felix-de-bourdeilles,26
saint-felix-de-reillac-et-mortemart,35
saint-felix-de-villadeix,24
saint-front-d-alemps,20
saint-front-de-pradoux,22
saint-front-la-riviere,22
saint-front-sur-nizonne,23
saint-genies,12
saint-georges-blancaneix,24
saint-georges-de-montclard,26
saint-geraud-de-corps,21
saint-germain-de-belves,23
saint-germain-des-pres,22
saint-germain-du-salembre,25
saint-germain-et-mons,21
saint-gery,10
saint-geyrac,12
saint-hilaire-d-estissac,24
saint-jean-d-ataux,18
saint-jean-d-estissac,21
saint-jean-d-eyraud,19
saint-jean-de-cole,18
saint-jory-de-chalais,21
saint-jory-las-bloux,20
saint-julien-d-eymet,20
saint-julien-de-bourdeilles,27
saint-julien-de-crempse,23
saint-julien-de-lampon,22
saint-just,10
saint-laurent-des-batons,24
saint-laurent-des-hommes,24
saint-laurent-des-vignes,24
saint-laurent-la-vallee,23
saint-laurent-sur-manoire,25
saint-leon-d-issigeac,21
saint-leon-sur-l-isle,21
saint-leon-sur-vezere,21
saint-louis-en-l-isle,21
saint-marcel-du-perigord,24
saint-marcory,13
saint-martial-d-albarede,24
saint-martial-d-artenset,24
saint-martial-de-nabirat,24
saint-martial-de-valette,24
saint-martial-viveyrol,22
saint-martin-de-fressengeas,27
saint-martin-de-gurson,22
saint-martin-de-riberac,23
saint-martin-des-combes,23
saint-martin-l-astier,21
saint-martin-le-pin,19
saint-maime-de-pereyrol,23
saint-meard-de-drone,20
saint-meard-de-gurcon,21
saint-medard-d-excideuil,24
saint-medard-de-mussidan,24
saint-mesmin,12
saint-michel-de-double,22
saint-michel-de-montaigne,25
saint-michel-de-villadeix,25
saint-nexans,12
saint-pancrace,14
saint-pantaly-d-ans,19
saint-pantaly-d-excideuil,25
saint-pardoux-de-drone,22
saint-pardoux-et-vielvic,24
saint-pardoux-la-riviere,24
saint-paul-de-serre,19
saint-paul-la-roche,19
saint-paul-lizonne,18
saint-perdoux,13
saint-pierre-d-eyraud,21
saint-pierre-de-chignac,23
saint-pierre-de-cole,20
saint-pierre-de-frugie,22
saint-pompont,13
saint-priest-les-fougeres,25
saint-privat-des-pres,21
saint-rabier,12
saint-raphael,13
saint-remy,10
saint-romain-de-monpazier,25
saint-romain-et-saint-clement,29
saint-saud-lacoussiere,22
saint-sauveur,13
saint-sauveur-lalande,21
saint-seurin-de-prats,21
saint-severin-d-estissac,24
saint-sulpice-d-excideuil,25
saint-sulpice-de-mareuil,24
saint-sulpice-de-roumagnac,26
saint-victor,12
saint-vincent-de-connezac,25
saint-vincent-de-cosse,22
saint-vincent-jalmoutiers,25
saint-vincent-le-paluel,23
saint-vincent-sur-l-isle,24
saint-vivien,12
sainte-alvere,13
sainte-croix,12
sainte-croix-de-mareuil,23
sainte-eulalie-d-ans,20
sainte-eulalie-d-eymet,22
sainte-foy-de-belves,20
sainte-foy-de-longas,20
sainte-innocence,16
sainte-marie-de-chignac,23
sainte-mondane,14
sainte-nathalene,16
sainte-orse,11
sainte-radegonde,16
sainte-sabine-born,18
sainte-trie,11
salagnac,8
salignac-eyvigues,17
salles-de-belves,16
salon,5
sarlande,8
sarlat-la-caneda,16
sarliac-sur-l-isle,18
sarrazac,8
saussignac,10
savignac-de-miremont,20
savignac-de-nontron,19
savignac-ledrier,16
savignac-les-eglises,20
sceau-saint-angel,17
segonzac,8
sencenac-puy-de-fourches,24
sergeac,7
serres-et-montguyard,20
servanches,10
sigoules,8
simeyrols,9
singleyrac,10
siorac-de-riberac,17
siorac-en-perigord,18
sorges,6
soudat,6
soulaures,9
sourzac,7
tamnies,7
teillots,8
temple-laguyon,14
terrasson-lavilledieu,21
teyjat,6
thenac,6
thenon,6
thiviers,8
thonac,6
tocane-saint-apre,17
tourtoirac,10
trelissac,9
tremolat,8
tursac,6
urval,5
valeuil,7
vallereuil,10
valojoulx,9
vanxains,8
varaignes,9
varennes,8
vaunac,6
velines,7
vendoire,8
verdon,6
vergt,5
vergt-de-biron,14
verteillac,10
veyrignac,9
veyrines-de-domme,17
veyrines-de-vergt,17
vezac,5
vieux-mareuil,13
villac,6
villamblard,11
villars,7
villefranche-de-lonchat,23
villefranche-du-perigord,24
villetoureix,12
vitrac,6
abbans-dessous,14
abbans-dessus,13
abbenans,8
abbevillers,11
accolans,8
adam-les-passavant,18
adam-les-vercel,15
aibre,5
aissey,6
allenjoie,9
allondans,9
amagney,7
amancey,7
amathay-vesigneux,17
amondans,8
anteuil,7
appenans,8
arbouans,8
arc-et-senans,13
arc-sous-cicon,14
arc-sous-montenot,17
arcey,5
arcon,5
arguel,6
athose,6
aubonne,7
audeux,6
audincourt,10
autechaux,9
autechaux-roide,15
les-auxons,10
avanne-aveney,13
avilley,7
avoudrey,8
badevel,7
bannans,7
bart,4
bartherans,10
battenans-les-mines,19
battenans-varin,15
baume-les-dames,15
bavans,6
belfays,7
belleherbe,10
belmont,7
belvoir,7
berche,6
berthelange,11
besancon,8
bethoncourt,11
beure,5
beutal,6
bians-les-usiers,16
bief,4
blamont,7
blarians,8
blussangeaux,12
blussans,8
bolandoz,8
bondeval,8
bonnal,6
bonnay,6
bonnetage,9
bonnevaux,9
bonnevaux-le-prieure,20
bouclans,8
boujailles,10
bourguignon,11
bournois,8
boussieres,10
bouverans,9
braillans,9
branne,6
breconchaux,11
bremondans,10
breres,6
bretigney,9
bretigney-notre-dame,20
bretonvillers,13
brey-et-maison-du-bois,22
brognard,8
buffard,7
bugny,5
bulle,5
burgille,8
burnevillers,12
busy,4
by,2
byans-sur-doubs,15
cademene,8
cendrey,7
cernay-l-eglise,15
cessey,6
chaffois,8
chaleze,7
chalezeule,10
chamesey,8
chamesol,8
champagney,10
champlive,9
champoux,8
champvans-les-moulins,21
chantrans,9
chapelle-d-huin,15
chapelle-des-bois,17
charbonnieres-les-sapins,24
charmauvillers,14
charmoille,10
charnay,7
charquemont,11
chasnans,8
chassagne-saint-denis,21
chateauvieux-les-fosses,23
chatelblanc,11
chatillon-guyotte,17
chatillon-le-duc,16
chatillon-sur-lison,19
chaucenne,9
chaudefontaine,14
chaux-les-clerval,17
chaux-les-passavant,19
chaux-neuve,11
chay,4
chazot,6
chemaudin,9
chenecey-buillon,16
chevigney-les-vercel,20
chevigney-sur-l-ognon,21
chevroz,7
chouzelot,9
cleron,6
clerval,7
colombier-fontaine,18
consolation-maisonnettes,24
corcelle-mieslot,16
corcelles-ferrieres,19
corcondray,10
cotebrune,9
cour-saint-maurice,18
courcelles,10
courcelles-les-montbeliard,26
courchapon,10
courtefontaine,14
courtetain-et-salans,20
courvieres,10
crosey-le-grand,15
crosey-le-petit,15
crouzet-migette,15
cubrial,7
cubry,5
cusance,7
cuse-et-adrisans,16
cussey-sur-l-ognon,18
cussey-sur-lison,16
dambelin,8
dambenois,9
dammartin-les-templiers,23
dampierre-les-bois,18
dampierre-sur-le-doubs,22
dampjoux,8
damprichard,11
dannemarie,10
dannemarie-sur-crete,20
dasle,5
deluz,5
desandans,9
deservillers,12
devecey,7
dommartin,9
dompierre-les-tilleuls,22
domprel,7
doubs,5
dung,4
durnes,6
echay,5
echenans,8
echevannes,10
ecole-valentin,14
ecot,4
ecurcey,7
emagny,6
epenouse,8
epenoy,6
epeugney,8
esnans,6
etalans,7
eternoz,7
etouvans,8
etrabonne,9
etrappe,7
etray,5
etupes,6
evillers,8
exincourt,9
eysson,6
faimbe,6
fallerans,9
ferrieres-le-lac,16
ferrieres-les-bois,18
fertans,7
fesches-le-chatel,17
fessevillers,12
feule,5
flagey,6
flagey-rigney,13
flangebouche,12
fleurey,7
fontain,7
fontaine-les-clerval,20
fontenelle-montby,17
fontenotte,10
foucherans,10
fourbanne,9
fourcatier-et-maison-neuve,26
fourg,5
fournet-blancheroche,20
fournets-luisans,16
frambouhans,11
franey,6
franois,7
frasne,6
froidevaux,10
fuans,5
gellin,6
gemonval,8
geneuille,9
geney,5
gennes,6
germefontaine,13
germondans,10
gevresin,8
gilley,6
glamondans,10
glay,4
glere,5
gondenans-les-moulins,21
gondenans-montby,16
gonsans,7
gouhelans,9
goumois,7
goux-les-dambelin,17
goux-les-usiers,15
goux-sous-landet,16
grand-combe-chateleu,20
grand-combe-des-bois,20
grand-charmont,14
grandfontaine,13
grandfontaine-sur-creuse,24
granges-narboz,14
grosbois,8
guillon-les-bains,17
guyans-durnes,13
guyans-vennes,13
hautepierre-le-chatelet,23
hauterive-la-fresse,19
herimoncourt,12
houtaud,7
huanne-montmartin,17
hyemondans,10
hyevre-magny,12
hyevre-paroisse,15
indevillers,11
issans,6
jallerange,10
jougne,6
l-ecouvotte,11
l-hopital-du-grosbois,21
l-hopital-saint-lieffroy,24
l-isle-sur-le-doubs,19
la-bosse,8
la-breteniere,13
la-chaux,8
la-chenalotte,13
la-chevillotte,14
la-cluse-et-mijoux,18
la-grange,9
la-longeville,13
la-planee,9
la-pretiere,11
la-riviere-drugeon,18
la-sommette,11
la-tour-de-scay,15
la-veze,7
labergement-du-navois,21
labergement-sainte-marie,24
laire,5
laissey,7
lanans,6
landresse,9
lantenne-vertiere,17
lanthenans,10
larnod,6
laval-le-prieure,16
lavans-quingey,14
lavans-vuillafans,17
lavernay,8
laviron,7
le-barboux,10
le-belieu,9
le-bizot,8
le-crouzet,10
le-gratteris,12
le-luhier,9
le-memont,9
le-moutherot,12
le-puy,6
le-russey,9
le-vernoy,9
les-allies,10
les-breseux,11
les-combes,10
les-ecorces,11
les-fins,8
les-fontenelles,15
les-fourgs,10
les-grangettes,14
les-gras,8
les-hopitaux-neufs,18
les-hopitaux-vieux,18
les-plains-et-grands-essarts,28
les-pontets,11
les-terres-de-chaux,19
les-villedieu,13
levier,6
liebvillers,11
liesle,6
lizine,6
lods,4
lombard,7
lomont-sur-crete,16
longechaux,10
longemaison,11
longevelle-les-russey,21
longevelle-sur-doubs,20
longeville,10
longevilles-mont-d-or,21
loray,5
lougres,7
luxiol,6
magny-chatelard,15
maiche,6
maisons-du-bois-lievremont,26
malans,6
malbrans,8
malbuisson,10
malpas,6
mamirolle,9
mancenans,9
mancenans-lizerne,17
mandeure,8
marchaux,8
marvelise,9
mathay,6
mazerolles-le-salin,19
mediere,7
mercey-le-grand,15
merey-sous-montrond,19
merey-vieilley,14
mesandans,9
meslieres,9
mesmay,6
metabief,8
miserey-salines,15
moncey,6
moncley,7
mondon,6
mont-de-laval,13
mont-de-vougney,15
montagney-servigney,19
montancy,8
montandon,9
montbeliard,11
montbeliardot,13
montbenoit,10
montecheroux,12
montenois,9
montfaucon,10
montferrand-le-chateau,22
montflovin,10
montfort,8
montgesoye,10
montivernage,12
montjoie-le-chateau,19
montlebon,9
montmahoux,10
montperreux,11
montrond-le-chateau,19
montussaint,11
morre,5
morteau,7
mouthe,6
mouthier-haute-pierre,21
myon,4
naisey-les-granges,18
nancray,7
nans,4
nans-sous-sainte-anne,21
narbief,7
neuchatel-urtiere,17
nods,4
noel-cerneux,12
noirefontaine,13
noironte,8
nommay,6
novillars,9
ollans,6
onans,5
orchamps-vennes,15
orgeans-blanchefontaine,23
ornans,6
orsans,6
orve,4
osse,4
osselle,7
ougney-douvot,13
ouhans,6
ouvans,6
oye-et-pallet,13
palantine,9
palise,6
paroy,5
passavant,9
passonfontaine,14
pelousey,8
peseux,6
pessans,7
petite-chaux,12
pierrefontaine-les-blamont,26
pierrefontaine-les-varans,25
pirey,5
placey,6
plaimbois-du-miroir,19
plaimbois-vennes,16
pointvillers,12
pompierre-sur-doubs,19
pont-de-roide-vermondans,24
pont-les-moulins,16
pontarlier,10
pouilley-francais,17
pouilley-les-vignes,19
pouligney-lusans,16
presentevillers,15
provenchere,11
puessans,8
pugey,5
quingey,7
rahon,5
rancenay,8
randevillers,12
rang,4
rantechaux,10
raynans,7
recologne,9
reculfoz,8
remondans-vaivre,16
remoray-boujeons,16
renedale,8
rennes-sur-loue,15
reugney,7
rigney,6
rignosot,8
rillans,7
roche-les-clerval,17
roche-lez-beaupre,17
rochejean,9
roches-les-blamont,18
rognon,6
romain,6
ronchaux,8
rondefontaine,13
roset-fluans,12
rosieres-sur-barbeche,21
rosureux,8
rougemont,9
rougemontot,11
rouhe,5
roulans,7
routelle,8
ruffey-le-chateau,17
rurey,5
saint-antoine,13
saint-georges-armont,20
saint-gorgon-main,17
saint-hilaire,13
saint-hippolyte,15
saint-juan,10
saint-julien-les-montbeliard,28
saint-julien-les-russey,23
saint-maurice-colombier,23
saint-point-lac,15
saint-vit,9
sainte-anne,11
sainte-colombe,14
sainte-marie,12
sainte-suzanne,14
samson,6
sancey-le-grand,15
sancey-le-long,14
santoche,8
saone,5
saraz,5
sarrageois,10
saules,6
sauvagney,9
scey-maisieres,14
sechin,6
seloncourt,10
semondans,9
septfontaines,13
serre-les-sapins,16
servin,6
silley-amancey,14
silley-blefond,14
sochaux,7
solemont,8
sombacour,9
soulce-cernay,13
sourans,7
soye,4
surmont,7
taillecourt,11
tallans,7
tallenay,8
tarcenay,8
thiebouhans,11
thise,5
thoraise,8
thulay,6
thurey-le-mont,14
torpes,6
touillon-et-loutelet,20
tournans,8
trepot,6
tressandans,11
trevillers,10
trouvans,8
urtiere,7
uzelle,6
vaire-arcier,12
vaire-le-petit,14
val-de-roulans,14
valdahon,8
valentigney,11
valleroy,8
valonne,7
valoreille,10
vanclans,8
vandoncourt,11
vauchamps,9
vaucluse,8
vauclusotte,11
vaudrivillers,13
vaufrey,7
vaux-et-chantegrue,18
vaux-les-pres,13
velesmes-essarts,16
vellerot-les-belvoir,20
vellerot-les-vercel,19
vellevans,9
venise,6
vennans,7
vennes,6
vercel-villedieu-le-camp,24
vergranne,9
verne,5
vernierfontaine,15
vernois-les-belvoir,19
verrieres-de-joux,17
verrieres-du-grosbois,21
vieilley,8
viethorey,9
vieux-charmont,14
villars-les-blamont,19
villars-saint-georges,21
villars-sous-dampjoux,21
villars-sous-ecot,17
ville-du-pont,13
villeneuve-d-amont,18
villers-buzon,13
villers-chief,13
villers-grelot,14
villers-la-combe,16
villers-le-lac,14
villers-saint-martin,20
villers-sous-chalamont,22
villers-sous-montrond,21
voillans,8
voires,6
vorges-les-pins,15
voujeaucourt,12
vuillafans,10
vuillecin,9
vyt-les-belvoir,15
aix-en-diois,12
albon,5
aleyrac,7
alixan,6
allan,5
allex,5
ambonil,7
ancone,6
andancette,10
anneyron,8
aouste-sur-sye,14
arnayon,7
arpavon,7
arthemonay,10
aubenasson,10
aubres,6
aucelon,7
aulan,5
aurel,5
autichamp,9
ballons,7
barbieres,9
barcelonne,10
barnave,7
barret-de-lioure,16
barsac,6
bathernay,9
beaufort-sur-gervanne,21
beaumont-en-diois,17
beaumont-les-valence,20
beaumont-monteux,16
beauregard-baret,16
beaurieres,10
beausemblant,12
beauvallon,10
beauvoisin,10
bellecombe-tarendol,19
bellegarde-en-diois,19
benivay-ollon,13
besayes,7
besignan,8
bezaudun-sur-bine,17
bonlieu-sur-roubion,19
bouchet,7
boulc,5
bourdeaux,9
bourg-de-peage,14
bourg-les-valence,17
bouvante,8
bouvieres,9
bren,4
brette,6
buis-les-baronnies,18
chabeuil,8
chabrillan,10
chalancon,9
chamaloc,8
chamaret,8
chanos-curson,13
chantemerle-les-bles,20
chantemerle-les-grignan,23
charens,7
charmes-sur-l-herbasse,22
charols,7
charpey,7
chastel-arnaud,14
chateaudouble,13
chateauneuf-de-bordette,23
chateauneuf-de-galaure,22
chateauneuf-du-rhone,20
chateauneuf-sur-isere,21
chatillon-en-diois,18
chatillon-saint-jean,20
chatuzange-le-goubet,20
chaudebonne,11
chauvac-laux-montaux,20
chavannes,9
clansayes,9
claveyson,9
cleon-d-andran,14
clerieux,8
cliousclat,10
cobonne,7
colonzelle,10
combovin,8
comps,5
condillac,9
condorcet,9
cornillac,9
cornillon-sur-l-oule,20
crepol,6
crest,5
crozes-hermitage,16
crupies,7
curnier,7
die,3
dieulefit,9
divajeu,7
donzere,7
echevis,7
epinouze,8
erome,5
espeluche,9
espenel,7
establet,8
etoile-sur-rhone,16
eurre,5
eygalayes,9
eygaliers,9
eygluy-escoulin,15
eymeux,6
eyroles,7
eyzahut,7
fay-le-clos,11
felines-sur-rimandoule,22
ferrassieres,12
francillon-sur-roubion,22
genissieux,10
gervans,7
geyssans,8
gigors-et-lozeron,17
glandage,8
grane,5
granges-les-beaumont,20
grignan,7
gumiane,7
hauterives,10
hostun,6
izon-la-bruisse,15
jaillans,8
joncheres,9
la-batie-des-fonds,18
la-batie-rolland,16
la-baume-cornillane,19
la-baume-d-hostun,17
la-baume-de-transit,19
la-begude-de-mazenc,19
la-chapelle-en-vercors,22
la-charce,9
la-chaudiere,12
la-coucourde,12
la-garde-adhemar,16
la-laupie,9
la-motte-chalancon,18
la-motte-de-galaure,19
la-motte-fanjas,15
la-penne-sur-l-ouveze,21
la-repara-auriples,18
la-roche-de-glun,16
la-roche-sur-grane,18
la-roche-sur-le-buis,20
la-rochette-du-buis,19
la-touche,9
laborel,7
lachau,6
lapeyrouse-mornay,17
larnage,7
laval-d-aix,11
laveyron,8
le-chaffal,10
le-chalon,9
le-grand-serre,14
le-pegue,8
le-poet-celard,14
le-poet-en-percip,17
le-poet-laval,13
le-poet-sigillat,16
lemps,5
lens-lestang,12
leoncel,7
les-granges-gontardes,21
les-pilles,10
les-pres,8
les-tonils,10
les-tourrettes,14
lesches-en-diois,16
livron-sur-drome,16
loriol-sur-drome,16
luc-en-diois,12
lus-la-croix-haute,18
malataverne,11
malissard,9
manas,5
manthes,7
