rewrite,nom_ville
othe,Othe
ozerailles,Ozerailles
pagney-derriere-barine,Pagney-derrière-Barine
pagny-sur-moselle,Pagny-sur-Moselle
pannes,Pannes
parey-saint-cesaire,Parey-Saint-Césaire
parroy,Parroy
parux,Parux
petit-failly,Petit-Failly
petitmont,Petitmont
pettonville,Pettonville
pexonne,Pexonne
phlin,Phlin
piennes,Piennes
pierre-la-treiche,Pierre-la-Treiche
pierre-percee,Pierre-Percée
pierrepont,Pierrepont
pierreville,Pierreville
pompey,Pompey
pont-a-mousson,Pont-à-Mousson
pont-saint-vincent,Pont-Saint-Vincent
port-sur-seille,Port-sur-Seille
praye,Praye
preny,Prény
preutin-higny,Preutin-Higny
pulligny,Pulligny
pulney,Pulney
pulnoy,Pulnoy
puxe,Puxe
puxieux,Puxieux
quevilloncourt,Quevilloncourt
raon-les-leau,Raon-lès-Leau
raucourt,Raucourt
raville-sur-sanon,Raville-sur-Sânon
rechicourt-la-petite,Réchicourt-la-Petite
reclonville,Réclonville
rehainviller,Rehainviller
reherrey,Reherrey
rehon,Réhon
reillon,Reillon
rembercourt-sur-mad,Rembercourt-sur-Mad
remenoville,Remenoville
remereville,Réméréville
remoncourt,Remoncourt
repaix,Repaix
richardmenil,Richardménil
rogeville,Rogéville
romain,Romain
rosieres-aux-salines,Rosières-aux-Salines
rosieres-en-haye,Rosières-en-Haye
rouves,Rouves
roville-devant-bayon,Roville-devant-Bayon
royaumeix,Royaumeix
rozelieures,Rozelieures
saffais,Saffais
saint-ail,Saint-Ail
saint-baussant,Saint-Baussant
saint-boingt,Saint-Boingt
saint-clement,Saint-Clément
saint-firmin,Saint-Firmin
saint-germain,Saint-Germain
saint-jean-les-longuyon,Saint-Jean-lès-Longuyon
saint-julien-les-gorze,Saint-Julien-lès-Gorze
saint-marcel,Saint-Marcel
saint-mard,Saint-Mard
saint-martin,Saint-Martin
saint-maurice-aux-forges,Saint-Maurice-aux-Forges
saint-max,Saint-Max
saint-nicolas-de-port,Saint-Nicolas-de-Port
saint-pancre,Saint-Pancré
saint-remimont,Saint-Remimont
saint-remy-aux-bois,Saint-Rémy-aux-Bois
saint-sauveur,Saint-Sauveur
saint-supplet,Saint-Supplet
sainte-genevieve,Sainte-Geneviève
sainte-pole,Sainte-Pôle
saizerais,Saizerais
sancy,Sancy
sanzey,Sanzey
saulnes,Saulnes
saulxerotte,Saulxerotte
saulxures-les-nancy,Saulxures-lès-Nancy
saulxures-les-vannes,Saulxures-lès-Vannes
saxon-sion,Saxon-Sion
seichamps,Seichamps
seicheprey,Seicheprey
selaincourt,Selaincourt
seranville,Seranville
serres,Serres
serrouville,Serrouville
sexey-aux-forges,Sexey-aux-Forges
sexey-les-bois,Sexey-les-Bois
sionviller,Sionviller
sivry,Sivry
sommerviller,Sommerviller
sorneville,Sornéville
sponville,Sponville
tanconville,Tanconville
tantonville,Tantonville
tellancourt,Tellancourt
thelod,Thélod
they-sous-vaudemont,They-sous-Vaudemont
thezey-saint-martin,Thézey-Saint-Martin
thiaucourt-regnieville,Thiaucourt-Regniéville
thiaville-sur-meurthe,Thiaville-sur-Meurthe
thiebaumenil,Thiébauménil
thil,Thil
thorey-lyautey,Thorey-Lyautey
thuilley-aux-groseilles,Thuilley-aux-Groseilles
thumereville,Thumeréville
tiercelet,Tiercelet
tomblaine,Tomblaine
tonnoy,Tonnoy
toul,Toul
tramont-emy,Tramont-Emy
tramont-lassus,Tramont-Lassus
tramont-saint-andre,Tramont-Saint-André
tremblecourt,Tremblecourt
trieux,Trieux
trondes,Trondes
tronville,Tronville
tucquegnieux,Tucquegnieux
ugny,Ugny
uruffe,Uruffe
vacqueville,Vacqueville
val-et-chatillon,Val-et-Châtillon
valhey,Valhey
valleroy,Valleroy
vallois,Vallois
vandelainville,Vandelainville
vandeleville,Vandeléville
vandieres,Vandières
vandoeuvre-les-nancy,Vandoeuvre-lès-Nancy
vannes-le-chatel,Vannes-le-Châtel
varangeville,Varangéville
vathimenil,Vathiménil
vaucourt,Vaucourt
vaudemont,Vaudémont
vaudeville,Vaudeville
vaudigny,Vaudigny
vaxainville,Vaxainville
veho,Vého
velaine-en-haye,Velaine-en-Haye
velaine-sous-amance,Velaine-sous-Amance
velle-sur-moselle,Velle-sur-Moselle
veney,Veney
vennezey,Vennezey
verdenal,Verdenal
vezelise,Vézelise
vieville-en-haye,Viéville-en-Haye
vigneulles,Vigneulles
vilcey-sur-trey,Vilcey-sur-Trey
villacourt,Villacourt
ville-au-montois,Ville-au-Montois
ville-au-val,Ville-au-Val
ville-en-vermois,Ville-en-Vermois
ville-houdlemont,Ville-Houdlémont
ville-sur-yron,Ville-sur-Yron
villecey-sur-mad,Villecey-sur-Mad
villers-en-haye,Villers-en-Haye
villers-la-chevre,Villers-la-Chèvre
villers-la-montagne,Villers-la-Montagne
villers-le-rond,Villers-le-Rond
villers-les-moivrons,Villers-lès-Moivrons
villers-les-nancy,Villers-lès-Nancy
villers-sous-preny,Villers-sous-Prény
villerupt,Villerupt
villette,Villette
villey-le-sec,Villey-le-Sec
villey-saint-etienne,Villey-Saint-Etienne
virecourt,Virecourt
viterne,Viterne
vitrey,Vitrey
vitrimont,Vitrimont
vittonville,Vittonville
viviers-sur-chiers,Viviers-sur-Chiers
voinemont,Voinémont
vroncourt,Vroncourt
waville,Waville
xammes,Xammes
xermamenil,Xermaménil
xeuilley,Xeuilley
xirocourt,Xirocourt
xivry-circourt,Xivry-Circourt
xonville,Xonville
xousse,Xousse
xures,Xures
abainville,Abainville
abaucourt-hautecourt,Abaucourt-Hautecourt
aincreville,Aincreville
amanty,Amanty
ambly-sur-meuse,Ambly-sur-Meuse
amel-sur-l-etang,Amel-sur-l'Etang
ancemont,Ancemont
ancerville,Ancerville
andernay,Andernay
apremont-la-foret,Apremont-la-Forêt
arrancy-sur-crusne,Arrancy-sur-Crusne
aubreville,Aubréville
aulnois-en-perthois,Aulnois-en-Perthois
autrecourt-sur-aire,Autrécourt-sur-Aire
autreville-saint-lambert,Autréville-Saint-Lambert
avillers-sainte-croix,Avillers-Sainte-Croix
avioth,Avioth
avocourt,Avocourt
azannes-et-soumazannes,Azannes-et-Soumazannes
baalon,Baâlon
badonvilliers-gerauvilliers,Badonvilliers-Gérauvilliers
bannoncourt,Bannoncourt
bantheville,Bantheville
bar-le-duc,Bar-le-Duc
baudignecourt,Baudignécourt
baudonvilliers,Baudonvilliers
baudremont,Baudrémont
baulny,Baulny
bazeilles-sur-othain,Bazeilles-sur-Othain
bazincourt-sur-saulx,Bazincourt-sur-Saulx
beauclair,Beauclair
beaufort-en-argonne,Beaufort-en-Argonne
beaulieu-en-argonne,Beaulieu-en-Argonne
beausite,Beausite
behonne,Behonne
belleray,Belleray
belleville-sur-meuse,Belleville-sur-Meuse
belrain,Belrain
belrupt-en-verdunois,Belrupt-en-Verdunois
beney-en-woevre,Beney-en-Woëvre
bethelainville,Béthelainville
bethincourt,Béthincourt
beurey-sur-saulx,Beurey-sur-Saulx
biencourt-sur-orge,Biencourt-sur-Orge
billy-sous-mangiennes,Billy-sous-Mangiennes
bislee,Bislée
blanzee,Blanzée
boinville-en-woevre,Boinville-en-Woëvre
boncourt-sur-meuse,Boncourt-sur-Meuse
bonnet,Bonnet
bonzee,Bonzée
bouconville-sur-madt,Bouconville-sur-Madt
bouligny,Bouligny
bouquemont,Bouquemont
boureuilles,Boureuilles
bovee-sur-barboure,Bovée-sur-Barboure
boviolles,Boviolles
brabant-en-argonne,Brabant-en-Argonne
brabant-le-roi,Brabant-le-Roi
brabant-sur-meuse,Brabant-sur-Meuse
brandeville,Brandeville
braquis,Braquis
bras-sur-meuse,Bras-sur-Meuse
brauvilliers,Brauvilliers
breheville,Bréhéville
breux,Breux
brieulles-sur-meuse,Brieulles-sur-Meuse
brillon-en-barrois,Brillon-en-Barrois
brixey-aux-chanoines,Brixey-aux-Chanoines
brizeaux,Brizeaux
brocourt-en-argonne,Brocourt-en-Argonne
brouennes,Brouennes
broussey-en-blois,Broussey-en-Blois
broussey-raulecourt,Broussey-Raulecourt
bure,Bure
burey-en-vaux,Burey-en-Vaux
burey-la-cote,Burey-la-Côte
buxieres-sous-les-cotes,Buxières-sous-les-Côtes
buzy-darmont,Buzy-Darmont
cesse,Cesse
chaillon,Chaillon
chalaines,Chalaines
champneuville,Champneuville
champougny,Champougny
chanteraine,Chanteraine
chardogne,Chardogne
charny-sur-meuse,Charny-sur-Meuse
charpentry,Charpentry
chassey-beaupre,Chassey-Beaupré
chatillon-sous-les-cotes,Châtillon-sous-les-Côtes
chattancourt,Chattancourt
chaumont-devant-damvillers,Chaumont-devant-Damvillers
chaumont-sur-aire,Chaumont-sur-Aire
chauvency-le-chateau,Chauvency-le-Château
chauvency-saint-hubert,Chauvency-Saint-Hubert
chauvoncourt,Chauvoncourt
cheppy,Cheppy
chonville-malaumont,Chonville-Malaumont
cierges-sous-montfaucon,Cierges-sous-Montfaucon
clermont-en-argonne,Clermont-en-Argonne
clery-le-grand,Cléry-le-Grand
clery-le-petit,Cléry-le-Petit
combles-en-barrois,Combles-en-Barrois
combres-sous-les-cotes,Combres-sous-les-Côtes
commercy,Commercy
consenvoye,Consenvoye
contrisson,Contrisson
courcelles-en-barrois,Courcelles-en-Barrois
courcelles-sur-aire,Courcelles-sur-Aire
courouvre,Courouvre
cousances-les-forges,Cousances-les-Forges
cousances-les-triconville,Cousances-lès-Triconville
couvertpuis,Couvertpuis
couvonges,Couvonges
cuisy,Cuisy
cunel,Cunel
dagonville,Dagonville
dainville-bertheleville,Dainville-Bertheléville
damloup,Damloup
dammarie-sur-saulx,Dammarie-sur-Saulx
damvillers,Damvillers
dannevoux,Dannevoux
delouze-rosieres,Delouze-Rosières
delut,Delut
demange-aux-eaux,Demange-aux-Eaux
dieppe-sous-douaumont,Dieppe-sous-Douaumont
dieue-sur-meuse,Dieue-sur-Meuse
dombasle-en-argonne,Dombasle-en-Argonne
dombras,Dombras
dommartin-la-montagne,Dommartin-la-Montagne
dommary-baroncourt,Dommary-Baroncourt
dompcevrin,Dompcevrin
dompierre-aux-bois,Dompierre-aux-Bois
domremy-la-canne,Domremy-la-Canne
doncourt-aux-templiers,Doncourt-aux-Templiers
douaumont,Douaumont
doulcon,Doulcon
dugny-sur-meuse,Dugny-sur-Meuse
dun-sur-meuse,Dun-sur-Meuse
duzey,Duzey
ecouviez,Ecouviez
ecurey-en-verdunois,Ecurey-en-Verdunois
eix,Eix
epiez-sur-meuse,Epiez-sur-Meuse
epinonville,Epinonville
erize-la-brulee,Erize-la-Brûlée
erize-la-petite,Erize-la-Petite
erize-saint-dizier,Erize-Saint-Dizier
erneville-aux-bois,Erneville-aux-Bois
esnes-en-argonne,Esnes-en-Argonne
etain,Etain
eton,Eton
etraye,Etraye
euville,Euville
evres,Evres
fains-veel,Fains-Véel
flassigny,Flassigny
foameix-ornel,Foameix-Ornel
fontaines-saint-clair,Fontaines-Saint-Clair
forges-sur-meuse,Forges-sur-Meuse
foucaucourt-sur-thabas,Foucaucourt-sur-Thabas
foucheres-aux-bois,Fouchères-aux-Bois
fremereville-sous-les-cotes,Frémeréville-sous-les-Côtes
fresnes-au-mont,Fresnes-au-Mont
fresnes-en-woevre,Fresnes-en-Woëvre
froidos,Froidos
fromereville-les-vallons,Fromeréville-les-Vallons
fromezey,Fromezey
futeau,Futeau
genicourt-sur-meuse,Génicourt-sur-Meuse
gercourt-et-drillancourt,Gercourt-et-Drillancourt
gery,Géry
gesnes-en-argonne,Gesnes-en-Argonne
geville,Geville
gimecourt,Gimécourt
gincrey,Gincrey
girauvoisin,Girauvoisin
givrauval,Givrauval
gondrecourt-le-chateau,Gondrecourt-le-Château
gouraincourt,Gouraincourt
goussaincourt,Goussaincourt
gremilly,Gremilly
grimaucourt-en-woevre,Grimaucourt-en-Woëvre
grimaucourt-pres-sampigny,Grimaucourt-près-Sampigny
guerpont,Guerpont
gussainville,Gussainville
haironville,Haironville
halles-sous-les-cotes,Halles-sous-les-Côtes
han-les-juvigny,Han-lès-Juvigny
han-sur-meuse,Han-sur-Meuse
hannonville-sous-les-cotes,Hannonville-sous-les-Côtes
harville,Harville
haudainville,Haudainville
haudiomont,Haudiomont
heippes,Heippes
hennemont,Hennemont
herbeuville,Herbeuville
hermeville-en-woevre,Herméville-en-Woëvre
heudicourt-sous-les-cotes,Heudicourt-sous-les-Côtes
hevilliers,Hévilliers
horville-en-ornois,Horville-en-Ornois
houdelaincourt,Houdelaincourt
inor,Inor
ippecourt,Ippécourt
ire-le-sec,Iré-le-Sec
jametz,Jametz
jonville-en-woevre,Jonville-en-Woëvre
jouy-en-argonne,Jouy-en-Argonne
julvecourt,Julvécourt
juvigny-en-perthois,Juvigny-en-Perthois
juvigny-sur-loison,Juvigny-sur-Loison
koeur-la-grande,Koeur-la-Grande
koeur-la-petite,Koeur-la-Petite
labeuville,Labeuville
lachalade,Lachalade
lachaussee,Lachaussée
lacroix-sur-meuse,Lacroix-sur-Meuse
lahaymeix,Lahaymeix
lahayville,Lahayville
laheycourt,Laheycourt
laimont,Laimont
lamorville,Lamorville
lamouilly,Lamouilly
landrecourt-lempire,Landrecourt-Lempire
laneuville-au-rupt,Laneuville-au-Rupt
laneuville-sur-meuse,Laneuville-sur-Meuse
lanheres,Lanhères
latour-en-woevre,Latour-en-Woëvre
lavallee,Lavallée
lavincourt,Lavincourt
lavoye,Lavoye
le-bouchon-sur-saulx,"Le Bouchon-sur-Saulx"
le-claon,"Le Claon"
le-neufour,"Le Neufour"
lemmes,Lemmes
lerouville,Lérouville
les-eparges,"Les Eparges"
les-hauts-de-chee,"Les Hauts-de-Chée"
les-islettes,"Les Islettes"
les-monthairons,"Les Monthairons"
les-paroches,"Les Paroches"
les-roises,"Les Roises"
les-souhesmes-rampont,"Les Souhesmes-Rampont"
les-trois-domaines,"Les Trois-Domaines"
levoncourt,Levoncourt
lignieres-sur-aire,Lignières-sur-Aire
ligny-en-barrois,Ligny-en-Barrois
liny-devant-dun,Liny-devant-Dun
lion-devant-dun,Lion-devant-Dun
lisle-en-barrois,Lisle-en-Barrois
lisle-en-rigault,Lisle-en-Rigault
lissey,Lissey
loisey,Loisey
loison,Loison
longchamps-sur-aire,Longchamps-sur-Aire
longeaux,Longeaux
longeville-en-barrois,Longeville-en-Barrois
loupmont,Loupmont
louppy-le-chateau,Louppy-le-Château
louppy-sur-loison,Louppy-sur-Loison
luzy-saint-martin,Luzy-Saint-Martin
maizeray,Maizeray
maizey,Maizey
malancourt,Malancourt
mandres-en-barrois,Mandres-en-Barrois
mangiennes,Mangiennes
manheulles,Manheulles
marcheville-en-woevre,Marchéville-en-Woëvre
marre,Marre
marson-sur-barboure,Marson-sur-Barboure
martincourt-sur-meuse,Martincourt-sur-Meuse
marville,Marville
maucourt-sur-orne,Maucourt-sur-Orne
maulan,Maulan
mauvages,Mauvages
maxey-sur-vaise,Maxey-sur-Vaise
mecrin,Mécrin
meligny-le-grand,Méligny-le-Grand
meligny-le-petit,Méligny-le-Petit
menaucourt,Menaucourt
menil-aux-bois,Ménil-aux-Bois
menil-la-horgne,Ménil-la-Horgne
menil-sur-saulx,Ménil-sur-Saulx
merles-sur-loison,Merles-sur-Loison
milly-sur-bradon,Milly-sur-Bradon
mogeville,Mogeville
mogneville,Mognéville
moirey-flabas-crepion,Moirey-Flabas-Crépion
mont-devant-sassey,Mont-devant-Sassey
montblainville,Montblainville
montbras,Montbras
montfaucon-d-argonne,Montfaucon-d'Argonne
montiers-sur-saulx,Montiers-sur-Saulx
montigny-devant-sassey,Montigny-devant-Sassey
montigny-les-vaucouleurs,Montigny-lès-Vaucouleurs
montmedy,Montmédy
montplonne,Montplonne
montsec,Montsec
montzeville,Montzéville
moranville,Moranville
morgemoulin,Morgemoulin
morley,Morley
mouilly,Mouilly
moulainville,Moulainville
moulins-saint-hubert,Moulins-Saint-Hubert
moulotte,Moulotte
mouzay,Mouzay
murvaux,Murvaux
muzeray,Muzeray
naives-en-blois,Naives-en-Blois
naives-rosieres,Naives-Rosières
naix-aux-forges,Naix-aux-Forges
nancois-le-grand,Nançois-le-Grand
nancois-sur-ornain,Nançois-sur-Ornain
nant-le-grand,Nant-le-Grand
nant-le-petit,Nant-le-Petit
nantillois,Nantillois
nantois,Nantois
nepvant,Nepvant
nettancourt,Nettancourt
neuville-en-verdunois,Neuville-en-Verdunois
neuville-les-vaucouleurs,Neuville-lès-Vaucouleurs
neuville-sur-ornain,Neuville-sur-Ornain
neuvilly-en-argonne,Neuvilly-en-Argonne
nicey-sur-aire,Nicey-sur-Aire
nixeville-blercourt,Nixéville-Blercourt
nonsard-lamarche,Nonsard-Lamarche
nouillonpont,Nouillonpont
noyers-auzecourt,Noyers-Auzécourt
nubecourt,Nubécourt
olizy-sur-chiers,Olizy-sur-Chiers
osches,Osches
ourches-sur-meuse,Ourches-sur-Meuse
pagny-la-blanche-cote,Pagny-la-Blanche-Côte
pagny-sur-meuse,Pagny-sur-Meuse
pareid,Pareid
parfondrupt,Parfondrupt
peuvillers,Peuvillers
pierrefitte-sur-aire,Pierrefitte-sur-Aire
pillon,Pillon
pintheville,Pintheville
pont-sur-meuse,Pont-sur-Meuse
pouilly-sur-meuse,Pouilly-sur-Meuse
pretz-en-argonne,Pretz-en-Argonne
quincy-landzecourt,Quincy-Landzécourt
raival,Raival
rambluzin-et-benoite-vaux,Rambluzin-et-Benoite-Vaux
rambucourt,Rambucourt
rancourt-sur-ornain,Rancourt-sur-Ornain
ranzieres,Ranzières
rarecourt,Rarécourt
recicourt,Récicourt
recourt-le-creux,Récourt-le-Creux
reffroy,Reffroy
regneville-sur-meuse,Regnéville-sur-Meuse
rembercourt-sommaisne,Rembercourt-Sommaisne
remennecourt,Remennecourt
remoiville,Remoiville
resson,Resson
revigny-sur-ornain,Revigny-sur-Ornain
reville-aux-bois,Réville-aux-Bois
riaville,Riaville
ribeaucourt,Ribeaucourt
richecourt,Richecourt
rigny-la-salle,Rigny-la-Salle
rigny-saint-martin,Rigny-Saint-Martin
robert-espagne,Robert-Espagne
romagne-sous-les-cotes,Romagne-sous-les-Côtes
romagne-sous-montfaucon,Romagne-sous-Montfaucon
ronvaux,Ronvaux
rouvres-en-woevre,Rouvres-en-Woëvre
rouvrois-sur-meuse,Rouvrois-sur-Meuse
rouvrois-sur-othain,Rouvrois-sur-Othain
rumont,Rumont
rupt-aux-nonains,Rupt-aux-Nonains
rupt-devant-saint-mihiel,Rupt-devant-Saint-Mihiel
rupt-en-woevre,Rupt-en-Woëvre
rupt-sur-othain,Rupt-sur-Othain
saint-amand-sur-ornain,Saint-Amand-sur-Ornain
saint-andre-en-barrois,Saint-André-en-Barrois
saint-aubin-sur-aire,Saint-Aubin-sur-Aire
saint-germain-sur-meuse,Saint-Germain-sur-Meuse
saint-hilaire-en-woevre,Saint-Hilaire-en-Woëvre
saint-jean-les-buzy,Saint-Jean-lès-Buzy
saint-joire,Saint-Joire
saint-julien-sous-les-cotes,Saint-Julien-sous-les-Côtes
saint-laurent-sur-othain,Saint-Laurent-sur-Othain
saint-maurice-sous-les-cotes,Saint-Maurice-sous-les-Côtes
saint-mihiel,Saint-Mihiel
saint-pierrevillers,Saint-Pierrevillers
saint-remy-la-calonne,Saint-Remy-la-Calonne
salmagne,Salmagne
samogneux,Samogneux
sampigny,Sampigny
sassey-sur-meuse,Sassey-sur-Meuse
saudrupt,Saudrupt
saulmory-et-villefranche,Saulmory-et-Villefranche
saulvaux,Saulvaux
saulx-les-champlon,Saulx-lès-Champlon
sauvigny,Sauvigny
sauvoy,Sauvoy
savonnieres-devant-bar,Savonnières-devant-Bar
savonnieres-en-perthois,Savonnières-en-Perthois
seigneulles,Seigneulles
senon,Senon
senoncourt-les-maujouy,Senoncourt-les-Maujouy
septsarges,Septsarges
sepvigny,Sepvigny
seuil-d-argonne,Seuil-d'Argonne
seuzey,Seuzey
silmont,Silmont
sivry-la-perche,Sivry-la-Perche
sivry-sur-meuse,Sivry-sur-Meuse
sommedieue,Sommedieue
sommeilles,Sommeilles
sommelonne,Sommelonne
sorbey,Sorbey
sorcy-saint-martin,Sorcy-Saint-Martin
souilly,Souilly
spincourt,Spincourt
stainville,Stainville
stenay,Stenay
taillancourt,Taillancourt
tannois,Tannois
thierville-sur-meuse,Thierville-sur-Meuse
thillombois,Thillombois
thillot,Thillot
thonne-la-long,Thonne-la-Long
thonne-le-thil,Thonne-le-Thil
thonne-les-pres,Thonne-les-Près
thonnelle,Thonnelle
tilly-sur-meuse,Tilly-sur-Meuse
tremont-sur-saulx,Trémont-sur-Saulx
tresauvaux,Trésauvaux
treveray,Tréveray
tronville-en-barrois,Tronville-en-Barrois
troussey,Troussey
troyon,Troyon
ugny-sur-meuse,Ugny-sur-Meuse
vacherauville,Vacherauville
vadelaincourt,Vadelaincourt
vadonville,Vadonville
val-d-ornain,Val-d'Ornain
valbois,Valbois
varennes-en-argonne,Varennes-en-Argonne
varneville,Varnéville
vassincourt,Vassincourt
vaubecourt,Vaubecourt
vaucouleurs,Vaucouleurs
vaudeville-le-haut,Vaudeville-le-Haut
vaudoncourt,Vaudoncourt
vauquois,Vauquois
vaux-devant-damloup,Vaux-devant-Damloup
vaux-les-palameix,Vaux-lès-Palameix
vavincourt,Vavincourt
velaines,Velaines
velosnes,Velosnes
verdun,Verdun
verneuil-grand,Verneuil-Grand
verneuil-petit,Verneuil-Petit
very,Véry
vigneul-sous-montmedy,Vigneul-sous-Montmédy
vigneulles-les-hattonchatel,Vigneulles-lès-Hattonchâtel
vignot,Vignot
ville-devant-belrain,Ville-devant-Belrain
ville-devant-chaumont,Ville-devant-Chaumont
ville-en-woevre,Ville-en-Woëvre
ville-sur-cousances,Ville-sur-Cousances
ville-sur-saulx,Ville-sur-Saulx
villecloye,Villécloye
villeroy-sur-meholle,Villeroy-sur-Méholle
villers-aux-vents,Villers-aux-Vents
villers-devant-dun,Villers-devant-Dun
villers-le-sec,Villers-le-Sec
villers-les-mangiennes,Villers-lès-Mangiennes
villers-sous-pareid,Villers-sous-Pareid
villers-sur-meuse,Villers-sur-Meuse
villotte-devant-louppy,Villotte-devant-Louppy
villotte-sur-aire,Villotte-sur-Aire
vilosnes-haraumont,Vilosnes-Haraumont
vittarville,Vittarville
void-vacon,Void-Vacon
vouthon-bas,Vouthon-Bas
vouthon-haut,Vouthon-Haut
waly,Waly
warcq,Warcq
watronville,Watronville
wavrille,Wavrille
willeroncourt,Willeroncourt
wiseppe,Wiseppe
woel,Woël
woimbey,Woimbey
xivray-et-marvoisin,Xivray-et-Marvoisin
allaire,Allaire
ambon,Ambon
arradon,Arradon
arzal,Arzal
arzon,Arzon
augan,Augan
auray,Auray
baden,Baden
bangor,Bangor
baud,Baud
beganne,Béganne
beignon,Beignon
belz,Belz
berne,Berné
berric,Berric
bieuzy,Bieuzy
bignan,Bignan
billiers,Billiers
billio,Billio
bohal,Bohal
branderion,Brandérion
brandivy,Brandivy
brech,Brech
brehan,Bréhan
brignac,Brignac
bubry,Bubry
buleon,Buléon
caden,Caden
calan,Calan
camoel,Camoël
camors,Camors
campeneac,Campénéac
carentoir,Carentoir
carnac,Carnac
caro,Caro
caudan,Caudan
cleguer,Cléguer
cleguerec,Cléguérec
colpo,Colpo
concoret,Concoret
cournon,Cournon
crach,Crach
credin,Crédin
croixanvec,Croixanvec
cruguel,Cruguel
damgan,Damgan
elven,Elven
erdeven,Erdeven
etel,Etel
evriguet,Evriguet
ferel,Férel
gavres,Gâvres
gestel,Gestel
glenac,Glénac
gourhel,Gourhel
gourin,Gourin
grand-champ,Grand-Champ
groix,Groix
guegon,Guégon
guehenno,Guéhenno
gueltas,Gueltas
guemene-sur-scorff,Guémené-sur-Scorff
guenin,Guénin
guer,Guer
guern,Guern
guidel,Guidel
guillac,Guillac
guilliers,Guilliers
guiscriff,Guiscriff
hellean,Helléan
hennebont,Hennebont
hoedic,Hoedic
ile-aux-moines,Ile-aux-Moines
ile-d-arz,Ile-d'Arz
ile-d-houat,Ile-d'Houat
inguiniel,Inguiniel
inzinzac-lochrist,Inzinzac-Lochrist
josselin,Josselin
kerfourn,Kerfourn
kergrist,Kergrist
kernascleden,Kernascléden
kervignac,Kervignac
la-chapelle-caro,"La Chapelle-Caro"
la-chapelle-gaceline,"La Chapelle-Gaceline"
la-chapelle-neuve,"La Chapelle-Neuve"
la-croix-hellean,"La Croix-Helléan"
la-gacilly,"La Gacilly"
la-gree-saint-laurent,"La Grée-Saint-Laurent"
la-roche-bernard,"La Roche-Bernard"
la-trinite-porhoet,"La Trinité-Porhoët"
la-trinite-sur-mer,"La Trinité-sur-Mer"
la-trinite-surzur,"La Trinité-Surzur"
la-vraie-croix,"La Vraie-Croix"
landaul,Landaul
landevant,Landévant
lanester,Lanester
langoelan,Langoëlan
langonnet,Langonnet
languidic,Languidic
lanouee,Lanouée
lantillac,Lantillac
lanvaudan,Lanvaudan
lanvenegen,Lanvénégen
larmor-baden,Larmor-Baden
larmor-plage,Larmor-Plage
larre,Larré
lauzach,Lauzach
bono,Bono
le-cours,"Le Cours"
le-croisty,"Le Croisty"
le-faouet,"Le Faouët"
le-guerno,"Le Guerno"
le-hezo,"Le Hézo"
le-palais,"Le Palais"
le-roc-saint-andre,"Le Roc-Saint-André"
le-saint,"Le Saint"
le-sourn,"Le Sourn"
le-tour-du-parc,"Le Tour-du-Parc"
les-forges,"Les Forges"
les-fougerets,"Les Fougerêts"
lignol,Lignol
limerzel,Limerzel
lizio,Lizio
locmalo,Locmalo
locmaria,Locmaria
locmaria-grand-champ,Locmaria-Grand-Champ
locmariaquer,Locmariaquer
locmine,Locminé
locmiquelic,Locmiquélic
locoal-mendon,Locoal-Mendon
locqueltas,Locqueltas
lorient,Lorient
loyat,Loyat
malansac,Malansac
malestroit,Malestroit
malguenac,Malguénac
marzan,Marzan
mauron,Mauron
melrand,Melrand
meneac,Ménéac
merlevenez,Merlevenez
meslan,Meslan
meucon,Meucon
missiriac,Missiriac
mohon,Mohon
molac,Molac
monteneuf,Monteneuf
monterblanc,Monterblanc
monterrein,Monterrein
montertelot,Montertelot
moreac,Moréac
moustoir-ac,Moustoir-Ac
moustoir-remungol,Moustoir-Remungol
muzillac,Muzillac
naizin,Naizin
neant-sur-yvel,Néant-sur-Yvel
neulliac,Neulliac
nivillac,Nivillac
nostang,Nostang
noyal-muzillac,Noyal-Muzillac
noyal-pontivy,Noyal-Pontivy
noyalo,Noyalo
peaule,Péaule
peillac,Peillac
penestin,Pénestin
persquen,Persquen
plaudren,Plaudren
plescop,Plescop
pleucadeuc,Pleucadeuc
pleugriffet,Pleugriffet
ploemel,Ploemel
ploemeur,Ploemeur
ploerdut,Ploërdut
ploeren,Ploeren
ploermel,Ploërmel
plouay,Plouay
plougoumelen,Plougoumelen
plouharnel,Plouharnel
plouhinec,Plouhinec
plouray,Plouray
pluherlin,Pluherlin
plumelec,Plumelec
plumeliau,Pluméliau
plumelin,Plumelin
plumergat,Plumergat
pluneret,Pluneret
pluvigner,Pluvigner
pont-scorff,Pont-Scorff
pontivy,Pontivy
porcaro,Porcaro
port-louis,Port-Louis
priziac,Priziac
quelneuc,Quelneuc
questembert,Questembert
queven,Quéven
quiberon,Quiberon
quily,Quily
quistinic,Quistinic
radenac,Radenac
reguiny,Réguiny
reminiac,Réminiac
remungol,Remungol
riantec,Riantec
rieux,Rieux
rochefort-en-terre,Rochefort-en-Terre
rohan,Rohan
roudouallec,Roudouallec
ruffiac,Ruffiac
saint-abraham,Saint-Abraham
saint-aignan,Saint-Aignan
saint-allouestre,Saint-Allouestre
saint-armel,Saint-Armel
saint-ave,Saint-Avé
saint-barthelemy,Saint-Barthélemy
saint-brieuc-de-mauron,Saint-Brieuc-de-Mauron
